id,link,price,currency,date,customer,zipcode,location,lots,num_of_lots
162300005314003834,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0162300005314003834,2991000.0,rub,2014-07-24,Администрация города Екатеринбурга,620014,Свердловская обл,"26.82.13.110, 26.82.13.110, 26.82.13.110",3
162300005314003856,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0162300005314003856,1660262.0,rub,2014-07-24,Администрация города Екатеринбурга,620014,Свердловская обл,45.41.10.112,1
373200562914000008,https://zakupki.gov.ru/epz/order/notice/ok44/view/common-info.html?regNumber=0373200562914000008,2945000.0,rub,2014-07-24,"Государственное бюджетное учреждение культуры города Москвы ""Централизованная библиотечная система Северного административного округа""",127299,Москва,36.12.13.318,1
334100006614000111,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0334100006614000111,2552220.0,rub,2014-07-24,"федеральное государственное казенное учреждение ""Санаторий ""Байкал"" Федеральной службы безопасности Российской Федерации""",664520,Иркутская обл,"45.21.15.160, 45.21.15.160",2
373100036614000014,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0373100036614000014,1381775.04,rub,2014-07-24,Управление научно-технического обеспечения Службы специальной связи и информации Федеральной службы охраны Российской Федерации,107031,Москва,64.20.28.110,1
153100006114000195,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0153100006114000195,2790000.0,rub,2014-07-24,Управление Министерства внутренних дел Российской Федерации по Оренбургской области,460000,Оренбургская обл,22.22.20.153,1
350100008514000094,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0350100008514000094,3350000.0,rub,2014-07-24,Прокуратура Новгородской области,173001,Новгородская обл,70.12.11.000,1
122200002514004855,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0122200002514004855,1183479.49,rub,2014-07-24,комитет государственного заказа Правительства Хабаровского края,680000,Хабаровский край,"85.14.18.130, 85.14.18.130, 85.14.18.130",3
122200002514004874,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0122200002514004874,1671859.57,rub,2014-07-24,комитет государственного заказа Правительства Хабаровского края,680000,Хабаровский край,"15.81.11.120, 15.81.11.130",2
122200002514004888,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0122200002514004888,1312500.0,rub,2014-07-24,комитет государственного заказа Правительства Хабаровского края,680000,Хабаровский край,70.12.11.000,1
159200001214001399,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0159200001214001399,3048420.0,rub,2014-07-24,министерство имущественных и земельных отношений Рязанской области,390006,Рязанская обл,"02.02.10.111, 02.02.10.119, 02.02.10.129",3
145200000414002143,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0145200000414002143,1699854.0,rub,2014-07-24,Комитет государственного заказа Ленинградской области,191124,Санкт-Петербург,24.42.13.779,1
356300037514000014,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0356300037514000014,1050000.0,rub,2014-07-24,"Комитет ""Муниципальное хозяйство"" администрации Ильинского муниципального района Пермского края""",617020,Пермский край,70.12.11.000,1
319300129214000002,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0319300129214000002,1082050.2,rub,2014-07-24,"Управление образования, опеки и попечительства администрации Козульского района",662050,Красноярский край,70.12.11.000,1
148300050714000945,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0148300050714000945,1697895.0,rub,2014-07-24,Администрация Истринского муниципального района Московской области,143500,Московская обл,45.45.13.190,1
157300006714000048,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0157300006714000048,1500000.0,rub,2014-07-24,Администрация Пыталовского района,181410,Псковская обл,45.21.15.160,1
838300001214000004,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0838300001214000004,2295240.0,rub,2014-07-24,Отдел по управлению жилищно-коммунальным хозяйством Администрации Корякского сельского поселения - муниципальное казенное учреждение,684021,Камчатский край,45.21.41.190,1
373200041514000296,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0373200041514000296,1994470.41,rub,2014-07-24,"Государственное казенное учреждение города Москвы ""Дирекция по обеспечению деятельности организаций социальной защиты населения города Москвы""",127055,Москва,"45.34.10.120, 45.11.23.190, 45.21.12.120",3
348300331014000049,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0348300331014000049,1016279.45,rub,2014-07-24,"Муниципальное учреждение здравоохранения ""Можайская центральная районная больница""",143200,Московская обл,15.88.10.159,1
348300331014000050,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0348300331014000050,1429533.34,rub,2014-07-24,"Муниципальное учреждение здравоохранения ""Можайская центральная районная больница""",143200,Московская обл,33.10.15.619,1
301300371014000011,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0301300371014000011,1995000.57,rub,2014-07-24,Управление коммунального хозяйства и благоустройства Администрации городского округа город Уфа Республики Башкортостан,450001,Башкортостан Респ,25.22.15.750,1
373100062514000611,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0373100062514000611,2940000.0,rub,2014-07-24,"Федеральное государственное бюджетное учреждение культуры ""Государственный академический Большой театр России""",119421,Москва,45.21.14.140,1
387100009314000025,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0387100009314000025,1220656.0,rub,2014-07-24,Территориальное управление Федерального агентства по управлению государственным имуществом в Ханты-Мансийском автономном округе - Югре,628012,Ханты-Мансийский Автономный округ - Югра АО,70.32.12.130,1
304300006414000001,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0304300006414000001,3646354.0,rub,2014-07-24,"Муниципальное казенное общеобразовательное учреждение ""Средняя общеобразовательная школа №11""",361044,Кабардино-Балкарская Респ,45.45.13.190,1
