id,link,price,currency,date,customer,zipcode,location,lots,num_of_lots
372100033814000555,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0372100033814000555,500000.0,rub,2014-11-27,"федеральное государственное бюджетное учреждение ""Санкт-Петербургский научно-исследовательский институт фтизиопульмонологии"" Министерства здравоохранения Российской Федерации",191036,Санкт-Петербург,74.30.13.000,1
126200000414004833,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0126200000414004833,442068.0,rub,2014-11-27,Управление государственного заказа и лицензирования Белгородской области,308000,Белгородская обл,24.42.13.744,1
126200000414004815,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0126200000414004815,884300.0,rub,2014-11-27,Управление государственного заказа и лицензирования Белгородской области,308000,Белгородская обл,33.20.65.122,1
358300049314000434,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0358300049314000434,785855.37,rub,2014-11-27,"Муниципальное бюджетное учреждение здравоохранения ""Центральная городская больница"" г. Азова",346782,Ростовская обл,"24.14.52.533, 24.42.13.869, 24.42.13.715, 24.42.13.796, 24.42.13.734, 24.42.13.734, 24.42.13.744, 24.42.13.697, 24.42.13.869, 24.42.13.869",10
358300049314000427,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0358300049314000427,592670.4,rub,2014-11-27,"Муниципальное бюджетное учреждение здравоохранения ""Центральная городская больница"" г. Азова",346782,Ростовская обл,"24.42.11.289, 24.42.11.289",2
358300049314000426,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0358300049314000426,422737.16,rub,2014-11-27,"Муниципальное бюджетное учреждение здравоохранения ""Центральная городская больница"" г. Азова",346782,Ростовская обл,"24.42.13.733, 24.42.13.697, 24.42.13.697, 24.41.51.132, 24.14.52.211, 24.42.13.715, 24.14.52.444, 24.42.13.869, 24.42.13.869, 24.14.42.226",10
304200004514000059,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0304200004514000059,420000.0,rub,2014-11-27,"Государственное бюджетное учреждение здравоохранения ""Перинатальный центр"" Министерства здравоохранения и курортов Кабардино-Балкарской Республики",360032,Кабардино-Балкарская Респ,24.11.11.160,1
126200000414004829,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0126200000414004829,872750.4,rub,2014-11-27,Управление государственного заказа и лицензирования Белгородской области,308000,Белгородская обл,"15.51.52.170, 15.51.11.121, 15.51.30.120",3
101300057814000024,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0101300057814000024,783402.0,rub,2014-11-27,Администрация городского поселения город Дюртюли муниципального района Дюртюлинский район Республики Башкортостан,452320,Башкортостан Респ,45.34.21,1
373100078714000180,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0373100078714000180,466485.3,rub,2014-11-27,"Федеральное государственное бюджетное учреждение ""Научный центр неврологии"" Российской академии медицинских наук",125367,Москва,33.10.20.118,1
373100078714000181,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0373100078714000181,985500.0,rub,2014-11-27,"Федеральное государственное бюджетное учреждение ""Научный центр неврологии"" Российской академии медицинских наук",125367,Москва,33.10.92,1
373200069614001372,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0373200069614001372,942613.75,rub,2014-11-27,"Государственное бюджетное учреждение здравоохранения города Москвы ""Диагностический центр (Центр лабораторных исследований) Департамента здравоохранения города Москвы""",115580,Москва,24.41.60.399,1
373200069614001366,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0373200069614001366,949473.06,rub,2014-11-27,"Государственное бюджетное учреждение здравоохранения города Москвы ""Диагностический центр (Центр лабораторных исследований) Департамента здравоохранения города Москвы""",115580,Москва,24.41.60.399,1
