id,link,price,currency,date,customer,zipcode,location,lots,num_of_lots
321300232114000001,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0321300232114000001,74121.82,rub,2014-06-18,"Муниципальное казенное дошкольное образовательное учреждение центр развития ребенка - детский сад № 12 ""Колокольчик""",357340,Ставропольский край,"01.13.22.130, 01.12.13.133, 01.12.13.111, 01.12.13.143, 15.33.14.110, 01.11.21.129, 01.12.11.113, 01.12.11.111, 01.12.13.110, 01.12.11.121",10
172300000714000008,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0172300000714000008,140250.0,rub,2014-06-18,Местная администрация внутригородского муниципального образования Санкт-Петербурга муниципальный округ Рыбацкое,192177,Санкт-Петербург,55.52.11,1
122100003514000013,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0122100003514000013,188478.0,rub,2014-06-18,Арбитражный суд Хабаровского края,680030,Хабаровский край,"24.65.10.190, 24.65.10.190, 30.01.14.110, 24.65.10.190",4
102200001614001949,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0102200001614001949,157197.8,rub,2014-06-18,Республиканское агентство по государственным закупкам,670000,Бурятия Респ,24.42.13.751,1
102200001614001940,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0102200001614001940,79800.0,rub,2014-06-18,Республиканское агентство по государственным закупкам,670000,Бурятия Респ,74.60.15.000,1
102200001614001913,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0102200001614001913,274725.17,rub,2014-06-18,Республиканское агентство по государственным закупкам,670000,Бурятия Респ,"15.51.40.270, 15.51.30.114, 15.51.20.112, 15.51.11.120",4
310100002514000002,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0310100002514000002,200470.33,rub,2014-06-18,"федеральное казенное учреждение ""Центр управления в кризисных ситуациях Главного управления МЧС России по Республике Северная Осетия - Алания""",362020,Северная Осетия - Алания Респ,29.52.92.121,1
301300410614000039,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0301300410614000039,378226.46,rub,2014-06-18,государственное бюджетное учреждение здравоохранения Республики Башкортостан Балтачевская центральная районная больница,452980,Башкортостан Респ,24.42.13,1
301300410614000041,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0301300410614000041,128313.72,rub,2014-06-18,государственное бюджетное учреждение здравоохранения Республики Башкортостан Балтачевская центральная районная больница,452980,Башкортостан Респ,15.82.11,1
344200008814000204,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0344200008814000204,276173.4,rub,2014-06-18,"Областное бюджетное  учреждение здравоохранения ""Областная клиническая инфекционная больница имени Н.А.Семашко"" комитета здравоохранения Курской области",305007,Курская обл,"24.42.13.519, 24.42.13.728, 24.42.13.728, 24.42.13.728, 24.42.13.728, 24.42.13.728, 24.42.13.728, 24.42.13.728, 24.42.13.728, 24.42.13.728",10
372200283014000002,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0372200283014000002,246651.0,rub,2014-06-18,Государственное бюджетное дошкольное образовательное учреждение детский сад № 9 Красногвардейского района Санкт-Петербурга,195213,Санкт-Петербург,45.45.13.190,1
372200059714000001,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0372200059714000001,74970.61,rub,2014-06-18,Государственное бюджетное дошкольное образовательное учреждение детский сад № 53 комбинированного вида Красногвардейского района Санкт-Петербурга,195426,Санкт-Петербург,25.24.23.510,1
332200060814000006,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0332200060814000006,70010.75,rub,2014-06-18,"Государственное бюджетное образовательное учреждение дополнительного образования детей Центр юношеского научно-технического творчества ""Поволжский центр аэрокосмического образования""",603000,Нижегородская обл,45.31.12.122,1
316100011114000114,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0316100011114000114,208800.0,rub,2014-06-18,Федеральное государственное бюджетное учреждение здравоохранения Больница Якутского научного центра Сибирского отделения Российской академии наук,677007,Саха /Якутия/ Респ,15.51.11.121,1
372200255514000038,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0372200255514000038,9998.87,rub,2014-06-18,Государственное бюджетное дошкольное образовательное учреждение детский сад № 34 Петродворцового района Санкт-Петербурга,198515,Санкт-Петербург,24.42.24.111,1
321300005414000177,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0321300005414000177,309000.0,rub,2014-06-18,"государственное бюджетное учреждение здравоохранения Ставропольского края ""Кисловодская центральная городская больница""",357700,Ставропольский край,90.02.11.149,1
304100006114000026,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0304100006114000026,292533.33,rub,2014-06-18,Управление Федеральной миграционной службы по Кабардино-Балкарской Республике,360004,Кабардино-Балкарская Респ,34.10.22.310,1
166300024714000430,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0166300024714000430,180000.0,rub,2014-06-18,администрация муниципального образования город Тула,300041,Тульская обл,25.23.14.515,1
166300024714000429,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0166300024714000429,179958.6,rub,2014-06-18,администрация муниципального образования город Тула,300041,Тульская обл,45.45.13.190,1
