id,link,price,currency,date,customer,zipcode,location,lots,num_of_lots
372100049214000095,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0372100049214000095,92196.0,rub,2014-03-20,"федеральное государственное бюджетное учреждение ""Российский научный центр радиологии и хирургических технологий"" Министерства здравоохранения Российской Федерации",197758,Санкт-Петербург,24.42.13.796,1
358100011614000075,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0358100011614000075,247358.0,rub,2014-03-20,"федеральное государственное бюджетное учреждение ""Ростовский научно-исследовательский онкологический институт"" Министерства здравоохранения  Российской Федерации",344037,Ростовская обл,"20.10.23.189, 20.10.23.189, 15.71.10.199",3
358100011614000081,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0358100011614000081,296807.66,rub,2014-03-20,"федеральное государственное бюджетное учреждение ""Ростовский научно-исследовательский онкологический институт"" Министерства здравоохранения  Российской Федерации",344037,Ростовская обл,24.66.42.339,1
354100006214000015,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0354100006214000015,247100.0,rub,2014-03-20,"федеральное казенное учреждение ""Исправительная колония № 5 Управления Федеральной службы исполнения наказаний по Орловской области""",303900,Орловская обл,26.63.10.000,1
334100013814000029,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0334100013814000029,209600.0,rub,2014-03-20,"Федеральное государственное казенное учреждение комбинат ""Иркут"" Управления Федерального агентства по государственным резервам по Сибирскому федеральному округу",664014,Иркутская обл,20.20.11,1
334100013814000028,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0334100013814000028,200000.0,rub,2014-03-20,"Федеральное государственное казенное учреждение комбинат ""Иркут"" Управления Федерального агентства по государственным резервам по Сибирскому федеральному округу",664014,Иркутская обл,74.60.16.000,1
711200026714000003,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0711200026714000003,300650.0,rub,2014-03-20,"Государственное автономное учреждение социального обслуживания ""Зеленодольский психоневрологический интернат""",422540,Татарстан Респ,"24.51.32.121, 20.51.14.179, 25.22.12.190, 24.51.32.121, 24.51.32.121, 25.22.11.190, 24.51.32.121, 24.51.32.121, 27.10.11.152, 17.40.22.191",10
161200002014000005,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0161200002014000005,149845.85,rub,2014-03-20,министерство природных ресурсов и охраны окружающей среды Сахалинской области,693020,Сахалинская обл,52.47.13.110,1
308100008414000026,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0308100008414000026,12000.0,rub,2014-03-20,"федеральное государственное казенное учреждение ""Войсковая часть 95504""",424000,Марий Эл Респ,"29.12.41.399, 29.12.41.399, 29.12.41.399, 29.12.41.399, 29.12.41.399, 29.12.41.399, 29.12.41.399",7
362200063214000084,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0362200063214000084,305216.0,rub,2014-03-20,"государственное бюджетное учреждение здравоохранения Свердловской области ""Городская больница № 1 город Первоуральск""",623106,Свердловская обл,24.42.21.353,1
