id,link,price,currency,date,customer,zipcode,location,lots,num_of_lots
372100005214000148,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0372100005214000148,95903.27,rub,2014-10-16,"федеральное казенное учреждение ""Республиканская клиническая инфекционная больница"" Министерства здравоохранения  Российской Федерации",196645,Санкт-Петербург,"24.41.60.363, 24.41.60.363, 24.41.60.363, 24.41.60.363, 24.41.60.363, 24.41.60.363, 24.41.60.363",7
190200000314010494,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0190200000314010494,132736.5,rub,2014-10-16,департамент государственного заказа Ямало-Ненецкого автономного округа,629008,Ямало-Ненецкий АО,24.42.13.796,1
116300000214000612,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0116300000214000612,307319.0,rub,2014-10-16,"Администрация муниципального образования ""Мирнинский район"" Республики Саха (Якутия)",678170,Саха /Якутия/ Респ,45.11.24.190,1
169300000114005732,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0169300000114005732,69502.66,rub,2014-10-16,Управление муниципального заказа Администрации города Челябинска,454091,Челябинская обл,33.10.14.111,1
322200028414000007,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0322200028414000007,83478.33,rub,2014-10-16,"Краевое государственное бюджетное учреждение ""Центр испытаний пищевых продуктов""",680020,Хабаровский край,29.71.15.510,1
301200066214000003,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0301200066214000003,300000.0,rub,2014-10-16,государственное бюджетное профессиональное образовательное учреждение Баймакский сельскохозяйственный колледж,453630,Башкортостан Респ,"15.84.22.290, 15.87.20.180, 15.98.12.120, 15.11.19, 15.12.11.160, 15.51.40.250, 15.61.32.130, 15.89.11.110, 15.89.11, 15.98.12.122",10
362200060114000098,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0362200060114000098,87679.0,rub,2014-10-16,"государственное бюджетное учреждение здравоохранения Свердловской области ""Психиатрическая больница № 8""",623104,Свердловская обл,24.42.24.120,1
873100002914000017,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0873100002914000017,144873.0,rub,2014-10-16,"федеральное государственное казенное учреждение ""Экспериментальный производственный комбинат Министерства внутренних дел Российской Федерации""",117218,Москва,"51.41.12.000, 51.41.12.000, 51.41.12.000",3
373200087114000001,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0373200087114000001,399840.0,rub,2014-10-16,Государственное казенное учреждение города Москвы Социально-реабилитационный центр для несовершеннолетних Восточного административного округа города Москвы,111621,Москва,22.22.31.110,1
303200029914000133,https://zakupki.gov.ru/epz/order/notice/zk44/view/common-info.html?regNumber=0303200029914000133,399998.0,rub,2014-10-16,Администрация Главы и Правительства Республики Дагестан,367005,Дагестан Респ,24.51.31,1
